"LOJA";"CODIGO";"PRODUTO";"DEPARTAMENTO";"QUANTIDADE";"MES"
"4";"392174";"LACO POA C/FUNDO COLORIDO C/25 LACO&CIA";"FESTA";"3";"2022-12"
"1";"392174";"LACO POA C/FUNDO COLORIDO C/25 LACO&CIA";"FESTA";"1";"2022-12"
"1";"549233";"LACO POA C/FUNDO ROSE C/25 LACO&CIA";"FESTA";"1";"2022-12"
"1";"238045";"LACO PRONTO/OVOS ROSA CLARO/MARROM 23MM C/10 CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"340175";"LAÇO 00/01 C/50/100 KELLY";"FESTA";"1";"2022-12"
"1";"625470";"LACO/FITA TAM EXTRA G MT CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"625470";"LACO/FITA TAM EXTRA G MT CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"5";"625463";"LACO/FITA TAM G MT CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"625456";"LACO/FITA TAM M MT CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"625456";"LACO/FITA TAM M MT CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"625456";"LACO/FITA TAM M MT CROMUS";"PRODUTOS DE EPOCAS";"27";"2022-12"
"7";"625401";"LACO/FITA TAM P MT CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"625401";"LACO/FITA TAM P MT CROMUS";"PRODUTOS DE EPOCAS";"31";"2022-12"
"1";"625401";"LACO/FITA TAM P MT CROMUS";"PRODUTOS DE EPOCAS";"23";"2022-12"
"5";"551243";"LACRE ADESIVO ESSE PACOTE CONTEM AMOR REAL FRANCO";"FESTA";"6";"2022-12"
"4";"551267";"LACRE ADESIVO RELAXA SEU PEDIDO CHEGOU REAL FRANCO";"FESTA";"1";"2022-12"
"1";"546775";"LANCA CONFESTE CHA DE REVELACAO AZ 30CM MUNDO BIZARRO";"FESTA";"9";"2022-12"
"5";"546775";"LANCA CONFESTE CHA DE REVELACAO AZ 30CM MUNDO BIZARRO";"FESTA";"2";"2022-12"
"4";"546775";"LANCA CONFESTE CHA DE REVELACAO AZ 30CM MUNDO BIZARRO";"FESTA";"11";"2022-12"
"1";"546782";"LANCA CONFESTE CHA DE REVELACAO RS 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"4";"546782";"LANCA CONFESTE CHA DE REVELACAO RS 30CM MUNDO BIZARRO";"FESTA";"8";"2022-12"
"7";"546782";"LANCA CONFESTE CHA DE REVELACAO RS 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"5";"546782";"LANCA CONFESTE CHA DE REVELACAO RS 30CM MUNDO BIZARRO";"FESTA";"6";"2022-12"
"4";"332972";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"22";"2022-12"
"1";"332972";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"19";"2022-12"
"5";"566155";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"7";"2022-12"
"1";"566155";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"22";"2022-12"
"7";"332972";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"5";"2022-12"
"5";"332972";"LANCA CONFESTE COLORIDO 30CM MUNDO BIZARRO";"FESTA";"24";"2022-12"
"1";"332989";"LANCA CONFESTE COLORS AZUL 30CM MUNDO BIZARRO";"FESTA";"13";"2022-12"
"5";"332989";"LANCA CONFESTE COLORS AZUL 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"7";"332989";"LANCA CONFESTE COLORS AZUL 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"5";"332996";"LANCA CONFESTE COLORS PRATA 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"1";"332996";"LANCA CONFESTE COLORS PRATA 30CM MUNDO BIZARRO";"FESTA";"37";"2022-12"
"4";"332996";"LANCA CONFESTE COLORS PRATA 30CM MUNDO BIZARRO";"FESTA";"44";"2022-12"
"7";"332996";"LANCA CONFESTE COLORS PRATA 30CM MUNDO BIZARRO";"FESTA";"6";"2022-12"
"5";"546799";"LANCA CONFESTE CORACAO VRM 30CM MUNDO BIZARRO";"FESTA";"5";"2022-12"
"7";"546799";"LANCA CONFESTE CORACAO VRM 30CM MUNDO BIZARRO";"FESTA";"1";"2022-12"
"4";"546799";"LANCA CONFESTE CORACAO VRM 30CM MUNDO BIZARRO";"FESTA";"12";"2022-12"
"1";"546799";"LANCA CONFESTE CORACAO VRM 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"4";"350709";"LANCA CONFESTE CORAÇÃO 15G MUNDO BIZARRO";"FESTA";"8";"2022-12"
"7";"350709";"LANCA CONFESTE CORAÇÃO 15G MUNDO BIZARRO";"FESTA";"6";"2022-12"
"5";"350709";"LANCA CONFESTE CORAÇÃO 15G MUNDO BIZARRO";"FESTA";"7";"2022-12"
"1";"350709";"LANCA CONFESTE CORAÇÃO 15G MUNDO BIZARRO";"FESTA";"21";"2022-12"
"4";"337601";"LANCA CONFESTE DOURADO COLORS 30CM MUNDO BIZARRO";"FESTA";"40";"2022-12"
"7";"337601";"LANCA CONFESTE DOURADO COLORS 30CM MUNDO BIZARRO";"FESTA";"6";"2022-12"
"1";"337601";"LANCA CONFESTE DOURADO COLORS 30CM MUNDO BIZARRO";"FESTA";"67";"2022-12"
"5";"337601";"LANCA CONFESTE DOURADO COLORS 30CM MUNDO BIZARRO";"FESTA";"28";"2022-12"
"7";"138482";"LANCA CONFESTE KIDS ADESIVOS CARROS MUNDO BIZARRO";"FESTA";"7";"2022-12"
"1";"138482";"LANCA CONFESTE KIDS ADESIVOS CARROS MUNDO BIZARRO";"FESTA";"9";"2022-12"
"1";"268318";"LANCA CONFESTE KIDS ADESIVOS MAQUIAGEM 21CM";"FESTA";"2";"2022-12"
"7";"138505";"LANCA CONFESTE KIDS ADESIVOS PRINCESAS 8G MUNDO BIZARRO";"FESTA";"4";"2022-12"
"4";"138505";"LANCA CONFESTE KIDS ADESIVOS PRINCESAS 8G MUNDO BIZARRO";"FESTA";"7";"2022-12"
"1";"138505";"LANCA CONFESTE KIDS ADESIVOS PRINCESAS 8G MUNDO BIZARRO";"FESTA";"2";"2022-12"
"5";"138529";"LANCA CONFESTE KIDS MINI COLORIDO";"FESTA";"57";"2022-12"
"4";"138529";"LANCA CONFESTE KIDS MINI COLORIDO";"FESTA";"31";"2022-12"
"1";"138529";"LANCA CONFESTE KIDS MINI COLORIDO";"FESTA";"6";"2022-12"
"4";"445528";"LANCA CONFESTE PETALAS 30CM MUNDO BIZARRO";"FESTA";"3";"2022-12"
"1";"445528";"LANCA CONFESTE PETALAS 30CM MUNDO BIZARRO";"FESTA";"1";"2022-12"
"5";"445528";"LANCA CONFESTE PETALAS 30CM MUNDO BIZARRO";"FESTA";"4";"2022-12"
"1";"138635";"LANCA CONFESTE PETALAS 45G MUNDO BIZARRO";"FESTA";"2";"2022-12"
"5";"138635";"LANCA CONFESTE PETALAS 45G MUNDO BIZARRO";"FESTA";"2";"2022-12"
"4";"138635";"LANCA CONFESTE PETALAS 45G MUNDO BIZARRO";"FESTA";"8";"2022-12"
"7";"337946";"LANCA CONFESTE ROSA 16G MUNDO BIZARRO";"FESTA";"2";"2022-12"
"1";"337946";"LANCA CONFESTE ROSA 16G MUNDO BIZARRO";"FESTA";"9";"2022-12"
"4";"337946";"LANCA CONFESTE ROSA 16G MUNDO BIZARRO";"FESTA";"1";"2022-12"
"5";"337946";"LANCA CONFESTE ROSA 16G MUNDO BIZARRO";"FESTA";"4";"2022-12"
"5";"337953";"LANCA CONFESTE 40CM MUNDO BIZARRO";"FESTA";"1";"2022-12"
"7";"602716";"LANCA CONFETE CHA DE REVELACAO ";"FESTA";"3";"2022-12"
"7";"602723";"LANCA CONFETE DOURADO";"FESTA";"2";"2022-12"
"4";"621588";"LANCA CONFETE DOURADO 30CM SILVER PLASTIC";"FESTA";"37";"2022-12"
"7";"621588";"LANCA CONFETE DOURADO 30CM SILVER PLASTIC";"FESTA";"26";"2022-12"
"1";"621595";"LANCA CONFETE PRATEADO 30CM SILVER PLASTIC";"FESTA";"22";"2022-12"
"7";"621595";"LANCA CONFETE PRATEADO 30CM SILVER PLASTIC";"FESTA";"35";"2022-12"
"4";"490283";"LANCA FUMACA C/01 AMARELO VELA FONTANA";"FESTA";"3";"2022-12"
"1";"490283";"LANCA FUMACA C/01 AMARELO VELA FONTANA";"FESTA";"1";"2022-12"
"5";"490283";"LANCA FUMACA C/01 AMARELO VELA FONTANA";"FESTA";"2";"2022-12"
"4";"490337";"LANCA FUMACA C/01 ROXO VELA FONTANA";"FESTA";"2";"2022-12"
"1";"490337";"LANCA FUMACA C/01 ROXO VELA FONTANA";"FESTA";"1";"2022-12"
"1";"490344";"LANCA FUMACA C/01 VERDE VELA FONTANA";"FESTA";"5";"2022-12"
"4";"490344";"LANCA FUMACA C/01 VERDE VELA FONTANA";"FESTA";"2";"2022-12"
"1";"490351";"LANCA FUMACA C/01 VERMELHO VELA FONTANA";"FESTA";"2";"2022-12"
"4";"490351";"LANCA FUMACA C/01 VERMELHO VELA FONTANA";"FESTA";"2";"2022-12"
"5";"478311";"LANCA PAPEIS REVELAÇÃO 30CM POPPER ";"FESTA";"1";"2022-12"
"7";"439381";"LANCA PAPEIS 30CM SEDA AZUL";"FESTA";"1";"2022-12"
"5";"544023";"LANTERNA DEC OUR/PTO/CLA 3LR44 C/1 UN CROMUS";"FESTA";"5";"2022-12"
"1";"544023";"LANTERNA DEC OUR/PTO/CLA 3LR44 C/1 UN CROMUS";"FESTA";"15";"2022-12"
"4";"544023";"LANTERNA DEC OUR/PTO/CLA 3LR44 C/1 UN CROMUS";"FESTA";"2";"2022-12"
"7";"544023";"LANTERNA DEC OUR/PTO/CLA 3LR44 C/1 UN CROMUS";"FESTA";"1";"2022-12"
"5";"544085";"LANTERNA DEC VRM/CLA 3LR44 C/1 UN";"FESTA";"1";"2022-12"
"5";"579360";"LARANJA KOKOTINHA 250ML FORS";"BEBIDA";"4";"2022-12"
"1";"579360";"LARANJA KOKOTINHA 250ML FORS";"BEBIDA";"5";"2022-12"
"4";"579360";"LARANJA KOKOTINHA 250ML FORS";"BEBIDA";"5";"2022-12"
"7";"579360";"LARANJA KOKOTINHA 250ML FORS";"BEBIDA";"6";"2022-12"
"4";"555906";"LATA C/ALCA P/PRESENTE FELIZ NATAL COMP M 24X10CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"555906";"LATA C/ALCA P/PRESENTE FELIZ NATAL COMP M 24X10CM CROMUS";"PRODUTOS DE EPOCAS";"16";"2022-12"
"1";"555906";"LATA C/ALCA P/PRESENTE FELIZ NATAL COMP M 24X10CM CROMUS";"PRODUTOS DE EPOCAS";"10";"2022-12"
"5";"555920";"LATA C/ALCA P/PRESENTE NATALINO COMP G 27X10CM CROMUS";"PRODUTOS DE EPOCAS";"11";"2022-12"
"1";"555920";"LATA C/ALCA P/PRESENTE NATALINO COMP G 27X10CM CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-12"
"5";"555890";"LATA C/ALCA P/PRESENTE 20X9.1CM FELIZ NATAL COMPOSE P CROMUS";"PRODUTOS DE EPOCAS";"7";"2022-12"
"4";"555890";"LATA C/ALCA P/PRESENTE 20X9.1CM FELIZ NATAL COMPOSE P CROMUS";"PRODUTOS DE EPOCAS";"10";"2022-12"
"1";"555890";"LATA C/ALCA P/PRESENTE 20X9.1CM FELIZ NATAL COMPOSE P CROMUS";"PRODUTOS DE EPOCAS";"8";"2022-12"
"4";"555883";"LATA C/ALCA P/PRESENTE 20x9.1CM NATALINO COMP P CROMUS";"PRODUTOS DE EPOCAS";"6";"2022-12"
"5";"555883";"LATA C/ALCA P/PRESENTE 20x9.1CM NATALINO COMP P CROMUS";"PRODUTOS DE EPOCAS";"10";"2022-12"
"4";"558563";"LATA C/ALCA P/PRESENTE 20X9.1CM NOELITO COMP P CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-12"
"5";"558563";"LATA C/ALCA P/PRESENTE 20X9.1CM NOELITO COMP P CROMUS";"PRODUTOS DE EPOCAS";"14";"2022-12"
"1";"558563";"LATA C/ALCA P/PRESENTE 20X9.1CM NOELITO COMP P CROMUS";"PRODUTOS DE EPOCAS";"20";"2022-12"
"4";"548991";"LATA C/ALCA P/PRESENTE 24X10CM FLORAL COMPOSE M C/1 UN CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"4";"555913";"LATA C/ALCA P/PRESENTE 24x10CM NATALINO COMPOSE M CROMUS";"PRODUTOS DE EPOCAS";"3";"2022-12"
"5";"555913";"LATA C/ALCA P/PRESENTE 24x10CM NATALINO COMPOSE M CROMUS";"PRODUTOS DE EPOCAS";"17";"2022-12"
"1";"555913";"LATA C/ALCA P/PRESENTE 24x10CM NATALINO COMPOSE M CROMUS";"PRODUTOS DE EPOCAS";"10";"2022-12"
"5";"558570";"LATA C/ALCA P/PRESENTE 24X10CM NOELITO COMPOSE M C/1 UN";"BALCAO DE DECORACAO";"13";"2022-12"
"4";"558570";"LATA C/ALCA P/PRESENTE 24X10CM NOELITO COMPOSE M C/1 UN";"BALCAO DE DECORACAO";"16";"2022-12"
"1";"558570";"LATA C/ALCA P/PRESENTE 24X10CM NOELITO COMPOSE M C/1 UN";"BALCAO DE DECORACAO";"12";"2022-12"
"4";"556330";"LATA C/ALCA P/PRESENTE 27X10 FELIZ NATAL COMP G C/1 UN";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"556330";"LATA C/ALCA P/PRESENTE 27X10 FELIZ NATAL COMP G C/1 UN";"PRODUTOS DE EPOCAS";"5";"2022-12"
"5";"556330";"LATA C/ALCA P/PRESENTE 27X10 FELIZ NATAL COMP G C/1 UN";"PRODUTOS DE EPOCAS";"9";"2022-12"
"4";"549011";"LATA C/ALCA P/PRESENTE 27X10 FLORAL COMPOSE G C/1 UN";"BALCAO DE DECORACAO";"1";"2022-12"
"1";"548946";"LATA C/ALCA P/PRESENTE 27X10 LETTERING COMPOSE G C/1 UN";"BALCAO DE DECORACAO";"1";"2022-12"
"5";"560986";"LATA C/ALCA P/PRESENTE 27X10 NOELITO COMP G C/1 UN";"PRODUTOS DE EPOCAS";"10";"2022-12"
"1";"560986";"LATA C/ALCA P/PRESENTE 27X10 NOELITO COMP G C/1 UN";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"560986";"LATA C/ALCA P/PRESENTE 27X10 NOELITO COMP G C/1 UN";"PRODUTOS DE EPOCAS";"9";"2022-12"
"4";"542616";"LATA C/ALCA P/PRESENTE 29.5X11.5CM FLORAL COMPOSE GG CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"4";"555425";"LATA C/ALCA P/PRESENTE 29.5X11.5CM NATALINO COMPOSE GG CROMUS";"PRODUTOS DE EPOCAS";"4";"2022-12"
"1";"555425";"LATA C/ALCA P/PRESENTE 29.5X11.5CM NATALINO COMPOSE GG CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"562089";"LATA C/ALCA P/PRESENTE 29.5x11.5CM NOELITO COMP GG CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-12"
"4";"562089";"LATA C/ALCA P/PRESENTE 29.5x11.5CM NOELITO COMP GG CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"628969";"LATA DE NATAL ULTRAFEST";"PRODUTOS DE EPOCAS";"7";"2022-12"
"1";"628969";"LATA DE NATAL ULTRAFEST";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"628976";"LATA DE NATAL 7X10CM NATAL";"PRODUTOS DE EPOCAS";"9";"2022-12"
"5";"628976";"LATA DE NATAL 7X10CM NATAL";"PRODUTOS DE EPOCAS";"7";"2022-12"
"1";"186421";"LATA METAL NOEL 25.5CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"186421";"LATA METAL NOEL 25.5CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"186421";"LATA METAL NOEL 25.5CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"624138";"LATA METAL SORT NOEL BNEVE CLR 11CM CROMUS";"PRODUTOS DE EPOCAS";"8";"2022-12"
"5";"624138";"LATA METAL SORT NOEL BNEVE CLR 11CM CROMUS";"PRODUTOS DE EPOCAS";"19";"2022-12"
"1";"624145";"LATA METAL SORT NOEL CLR 19.5CM CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"4";"624145";"LATA METAL SORT NOEL CLR 19.5CM CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"7";"624145";"LATA METAL SORT NOEL CLR 19.5CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"624145";"LATA METAL SORT NOEL CLR 19.5CM CROMUS";"PRODUTOS DE EPOCAS";"11";"2022-12"
"5";"619387";"LATA METAL SORT NOEL E GINGERBRED MRC/BCO 13CM CROMUS";"PRODUTOS DE EPOCAS";"3";"2022-12"
"4";"619387";"LATA METAL SORT NOEL E GINGERBRED MRC/BCO 13CM CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-12"
"1";"515634";"LATA P/ PRESENTES 20X10CM KRAFT LISA M C/01";"FESTA";"1";"2022-12"
"4";"515634";"LATA P/ PRESENTES 20X10CM KRAFT LISA M C/01";"FESTA";"15";"2022-12"
"4";"487900";"LATA P/ PRESENTES 34.2X9.1CM MENSAGENS C/01";"PRODUTOS DE EPOCAS";"3";"2022-12"
"4";"489867";"LATA PANETONE M 24X10CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"555395";"LATA P/BOLO C/VISOR E LACRE 27X22CM BRANCA ";"FESTA";"1";"2022-12"
"1";"520294";"LATA P/BOMBONS 13X10 KRAFT LISA C/01 CROMUS";"BALCAO DE DECORACAO";"3";"2022-12"
"1";"576253";"LATA P/DOCES C/VISOR PRT 11X9.1CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"576277";"LATA P/OVO C/ALCA E VISOR 250G KRAFT 16.5X9CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"571739";"LATA P/OVOS C/ALCA E VISOR 500G KRAFT CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"1";"570589";"LATA P/OVOS 250G KRAFT DOCURA COMPOSE CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"1";"570602";"LATA P/OVOS 350G KRAFT DOCURA COMPOSE CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"4";"503488";"LATA P/OVOS 500G OMBRE DEGRADE 22X12.5CM CROMUS";"FESTA";"1";"2022-12"
"5";"558686";"LATA P/PANETONE AZEDINHO 11X9.1CM CROMUS";"PRODUTOS DE EPOCAS";"12";"2022-12"
"4";"558686";"LATA P/PANETONE AZEDINHO 11X9.1CM CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"561075";"LATA P/PANETONE C/VISOR 11X9.1CM LISTRAS CROMUS";"PRODUTOS DE EPOCAS";"6";"2022-12"
"5";"561075";"LATA P/PANETONE C/VISOR 11X9.1CM LISTRAS CROMUS";"PRODUTOS DE EPOCAS";"4";"2022-12"
"4";"558679";"LATA P/PANETONE C/VISOR 18X16.5CM AZEDINHO CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"558679";"LATA P/PANETONE C/VISOR 18X16.5CM AZEDINHO CROMUS";"PRODUTOS DE EPOCAS";"2";"2022-12"
"5";"558693";"LATA P/PANETONE C/VISOR 18X16.5CM LISTRAS CROMUS";"PRODUTOS DE EPOCAS";"5";"2022-12"
"5";"555500";"LATA P/PANETONE 11X9.1CM GARLAND CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"558709";"LATA P/PANETONE 11X9.1CM NOELITO CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"562102";"LATA P/PANETONE 18X16.5CM BOAS FESTAS CROMUS";"PRODUTOS DE EPOCAS";"8";"2022-12"
"1";"555494";"LATA P/PANETONE 18X16.5CM GARLAND CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"555494";"LATA P/PANETONE 18X16.5CM GARLAND CROMUS";"PRODUTOS DE EPOCAS";"4";"2022-12"
"4";"555494";"LATA P/PANETONE 18X16.5CM GARLAND CROMUS";"PRODUTOS DE EPOCAS";"3";"2022-12"
"4";"562119";"LATA P/PANETONE 18X16.5CM NOELITO CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"5";"562119";"LATA P/PANETONE 18X16.5CM NOELITO CROMUS";"PRODUTOS DE EPOCAS";"1";"2022-12"
"4";"520386";"LATA P/PRESENTE ROSE GOLD 24X10 M CROMUS";"BALCAO DE DECORACAO";"2";"2022-12"
"1";"520409";"LATA P/PRESENTE 20X9.1 P VERMELHO CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"4";"520409";"LATA P/PRESENTE 20X9.1 P VERMELHO CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"4";"520287";"LATA P/PRESENTE 20X9.1CM LISA KRAFT CROMUS";"BALCAO DE DECORACAO";"3";"2022-12"
"4";"520355";"LATA P/PRESENTE 24X10 M GIORDANO COMPOSE CROMUS";"BALCAO DE DECORACAO";"3";"2022-12"
"1";"523790";"LATA P/PRESENTE 24X10CM OURO CROMUS";"FESTA";"1";"2022-12"
"5";"525268";"LATA P/PRESENTE 24X10CM VERMELHO CROMUS";"FESTA";"1";"2022-12"
"4";"525268";"LATA P/PRESENTE 24X10CM VERMELHO CROMUS";"FESTA";"4";"2022-12"
"4";"515702";"LATA P/PRESENTE 27X10CM G AGATHA COMPOSE CROMUS";"FESTA";"2";"2022-12"
"4";"487870";"LATA P/PRESENTE 27X10CM G C/01 NATAL SORTIDO CROMUS";"PRODUTOS DE EPOCAS";"3";"2022-12"
"4";"515764";"LATA P/PRESENTE 27X10CM VERMELHO CROMUS";"FESTA";"3";"2022-12"
"5";"520331";"LATA P/PRESENTE 29.5X11.5 GG AGATHA COMPOSE CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"4";"520300";"LATA P/PRESENTE 29.5x11.5 LISA KRAFT CROMUS";"BALCAO DE DECORACAO";"1";"2022-12"
"1";"204392";"LATINHA PLASTICA AMARELO C/10 PCS";"FESTA";"2";"2022-12"
"5";"204392";"LATINHA PLASTICA AMARELO C/10 PCS";"FESTA";"2";"2022-12"
"4";"204392";"LATINHA PLASTICA AMARELO C/10 PCS";"FESTA";"1";"2022-12"
"1";"204378";"LATINHA PLASTICA AZUL BEBE C/10 MIRANDINHA";"FESTA";"4";"2022-12"
"4";"290432";"LATINHA PLASTICA AZUL ROYAL C/10 MIRANDINHA";"FESTA";"1";"2022-12"
"1";"290432";"LATINHA PLASTICA AZUL ROYAL C/10 MIRANDINHA";"FESTA";"4";"2022-12"
"1";"436885";"LATINHA PLASTICA DOURADO C/10 PCS MIRANDINHA";"FESTA";"4";"2022-12"
"7";"436885";"LATINHA PLASTICA DOURADO C/10 PCS MIRANDINHA";"FESTA";"1";"2022-12"
"1";"437080";"LATINHA PLASTICA LILAS C/10 MIRANDINHA";"FESTA";"2";"2022-12"
"7";"437080";"LATINHA PLASTICA LILAS C/10 MIRANDINHA";"FESTA";"3";"2022-12"
"1";"250245";"LATINHA PLASTICA PINK C/10 ";"FESTA";"2";"2022-12"
"1";"436878";"LATINHA PLASTICA PRATA C/10 MIRANDINHA";"FESTA";"1";"2022-12"
"7";"250238";"LATINHA PLASTICA PRETO C/10 MIRANDINHA";"FESTA";"1";"2022-12"
"7";"436861";"LATINHA PLASTICA ROSA BB C/10 PCS MIRANDINHA";"FESTA";"2";"2022-12"
"1";"436861";"LATINHA PLASTICA ROSA BB C/10 PCS MIRANDINHA";"FESTA";"2";"2022-12"
"5";"437073";"LATINHA PLASTICA ROXA C/10 MIRANDINHA";"FESTA";"3";"2022-12"
"1";"204330";"LATINHA PLASTICA TRANSPARENTE C/10 MIRANDINHA";"FESTA";"10";"2022-12"
"5";"205085";"LATINHA PLASTICA VERDE LIMAO C/10 MIRANDINHA";"FESTA";"2";"2022-12"
"7";"466578";"LAYS CLASSICA 70G ELMA CHIPS";"BOMBONIERE";"5";"2022-12"
"1";"466578";"LAYS CLASSICA 70G ELMA CHIPS";"BOMBONIERE";"4";"2022-12"
"4";"466578";"LAYS CLASSICA 70G ELMA CHIPS";"BOMBONIERE";"11";"2022-12"
"5";"466578";"LAYS CLASSICA 70G ELMA CHIPS";"BOMBONIERE";"15";"2022-12"
"5";"487238";"LAYS FLAMIN HOT 86G ELMA CHIPS PEPSICO";"BOMBONIERE";"6";"2022-12"
"4";"621199";"LAYS RUST SAL MAR 38G ELMA CHIPS ";"BOMBONIERE";"5";"2022-12"
"5";"461887";"LAYS SOUR CREAM 70G ELMA CHIPS ";"BOMBONIERE";"16";"2022-12"
"4";"461887";"LAYS SOUR CREAM 70G ELMA CHIPS ";"BOMBONIERE";"9";"2022-12"
"1";"461887";"LAYS SOUR CREAM 70G ELMA CHIPS ";"BOMBONIERE";"13";"2022-12"
"7";"461887";"LAYS SOUR CREAM 70G ELMA CHIPS ";"BOMBONIERE";"11";"2022-12"
"5";"557986";"LAYS 80G SAL & VINEGAR ELMA CHIPS PEPSICO";"BOMBONIERE";"6";"2022-12"
"5";"594653";"LECTINA DE SOJA 100G ICEBERG";"CONFEITARIA";"6";"2022-12"
"4";"594653";"LECTINA DE SOJA 100G ICEBERG";"CONFEITARIA";"4";"2022-12"
"1";"594653";"LECTINA DE SOJA 100G ICEBERG";"CONFEITARIA";"2";"2022-12"
"4";"51781";"LEITE CONDENSADO CREMOSO MOCA 2.61KG NESTLE";"CONFEITARIA";"2";"2022-12"
"7";"51781";"LEITE CONDENSADO CREMOSO MOCA 2.61KG NESTLE";"CONFEITARIA";"1";"2022-12"
"5";"51781";"LEITE CONDENSADO CREMOSO MOCA 2.61KG NESTLE";"CONFEITARIA";"1";"2022-12"
"5";"50098";"LEITE CONDENSADO INTEGRAL MOCA ABRE FACIL 395G NESTLE";"CONFEITARIA";"73";"2022-12"
"7";"50098";"LEITE CONDENSADO INTEGRAL MOCA ABRE FACIL 395G NESTLE";"CONFEITARIA";"127";"2022-12"
"1";"50098";"LEITE CONDENSADO INTEGRAL MOCA ABRE FACIL 395G NESTLE";"CONFEITARIA";"211";"2022-12"
"4";"50098";"LEITE CONDENSADO INTEGRAL MOCA ABRE FACIL 395G NESTLE";"CONFEITARIA";"98";"2022-12"
"1";"596053";"LEITE CONDENSADO INTEGRAL 8% SACHE 5KG CAMPONESA";"CONFEITARIA";"6";"2022-12"
"5";"181488";"LEITE CONDENSADO MOCA 2.6KG NESTLE";"CONFEITARIA";"2";"2022-12"
"1";"181488";"LEITE CONDENSADO MOCA 2.6KG NESTLE";"CONFEITARIA";"3";"2022-12"
"4";"181488";"LEITE CONDENSADO MOCA 2.6KG NESTLE";"CONFEITARIA";"2";"2022-12"
"4";"192750";"LEITE CONDENSADO MOCA 395G CAIXINHA NESTLE";"CONFEITARIA";"28";"2022-12"
"5";"192750";"LEITE CONDENSADO MOCA 395G CAIXINHA NESTLE";"CONFEITARIA";"35";"2022-12"
"7";"192750";"LEITE CONDENSADO MOCA 395G CAIXINHA NESTLE";"CONFEITARIA";"26";"2022-12"
"1";"192750";"LEITE CONDENSADO MOCA 395G CAIXINHA NESTLE";"CONFEITARIA";"74";"2022-12"
"1";"384148";"LEITE CONDENSADO SEMI DESN 2.5KG";"CONFEITARIA";"12";"2022-12"
